ID,SENSSAvgMom,NotificationNum,NotificationNumQuad,NotificationNumCub
113,NA,3,9,27
113,24.5,4,16,64
113,7,5,25,125
113,30.5,6,36,216
113,6,1,1,1
113,1,2,4,8
113,13,3,9,27
113,NA,4,16,64
113,16,5,25,125
113,14.5,6,36,216
113,6,1,1,1
113,2.5,2,4,8
113,NA,3,9,27
113,22,4,16,64
113,5,5,25,125
113,1,6,36,216
113,15,1,1,1
113,18.5,2,4,8
113,NA,3,9,27
113,14,4,16,64
113,27,5,25,125
113,17,6,36,216
113,6.5,1,1,1
113,10,2,4,8
113,3.5,3,9,27
113,34,4,16,64
113,11,5,25,125
113,12.5,6,36,216
113,35,1,1,1
113,NA,2,4,8
113,16.5,3,9,27
113,45.5,4,16,64
113,1,5,25,125
113,35,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,1,3,9,27
113,8.5,4,16,64
113,1,5,25,125
113,12,6,36,216
113,8,1,1,1
113,14,2,4,8
113,NA,3,9,27
113,NA,4,16,64
113,9,5,25,125
113,6.5,6,36,216
113,8,1,1,1
113,1,2,4,8
113,1,3,9,27
113,1,4,16,64
113,1,5,25,125
113,1,6,36,216
115,31,1,1,1
115,61.5,2,4,8
115,48,3,9,27
115,51.5,4,16,64
115,74,5,25,125
115,53,6,36,216
115,21,1,1,1
115,52.5,2,4,8
115,60.5,3,9,27
115,74.5,4,16,64
115,64.5,5,25,125
115,27.5,6,36,216
115,36,1,1,1
115,41.5,2,4,8
115,51.5,3,9,27
115,27,4,16,64
115,23,5,25,125
115,75,6,36,216
115,58.5,1,1,1
115,28,2,4,8
115,34,3,9,27
115,64,4,16,64
115,24.5,5,25,125
115,17,6,36,216
115,70,1,1,1
115,33,2,4,8
115,28,3,9,27
115,73,4,16,64
115,67,5,25,125
115,77.5,6,36,216
115,78.5,1,1,1
115,NA,2,4,8
115,66.5,3,9,27
115,80.5,4,16,64
115,82.5,5,25,125
115,15.5,6,36,216
115,79.5,1,1,1
115,82.5,2,4,8
115,51.5,3,9,27
115,76.5,4,16,64
115,72.5,5,25,125
115,69.5,6,36,216
115,68.5,1,1,1
115,82.5,2,4,8
115,80.5,3,9,27
115,87,4,16,64
115,52.5,5,25,125
115,48.5,6,36,216
115,72,1,1,1
115,62.5,2,4,8
115,76.5,3,9,27
115,68.5,4,16,64
115,62,5,25,125
115,70,6,36,216
115,71,1,1,1
115,NA,2,4,8
115,45,3,9,27
115,75,4,16,64
115,50.5,5,25,125
115,70.5,6,36,216
115,76.5,1,1,1
115,81,2,4,8
115,76,3,9,27
115,20,4,16,64
115,84.5,5,25,125
115,49,6,36,216
115,73,1,1,1
115,NA,2,4,8
115,56,3,9,27
115,NA,4,16,64
115,80,5,25,125
115,77.5,6,36,216
115,68,1,1,1
115,73.5,2,4,8
115,70,3,9,27
115,50,4,16,64
115,77,5,25,125
115,50,6,36,216
115,72,1,1,1
115,78,2,4,8
115,72,3,9,27
115,73.5,4,16,64
115,NA,5,25,125
115,78.5,6,36,216
115,74,1,1,1
115,75,2,4,8
115,74,3,9,27
115,68,4,16,64
115,72,5,25,125
115,72.5,6,36,216
115,75.5,1,1,1
115,73,2,4,8
115,71.5,3,9,27
115,78,4,16,64
115,77,5,25,125
115,50.5,6,36,216
115,69,1,1,1
115,82,2,4,8
115,66.5,3,9,27
115,72,4,16,64
115,72,5,25,125
115,73.5,6,36,216
115,69.5,1,1,1
115,72,2,4,8
115,65,3,9,27
115,75,4,16,64
115,70,5,25,125
115,79,6,36,216
115,70,1,1,1
115,33.5,2,4,8
115,77,3,9,27
115,65.5,4,16,64
115,70.5,5,25,125
115,73,6,36,216
115,52,1,1,1
115,NA,2,4,8
115,67,3,9,27
115,73,4,16,64
115,69.5,5,25,125
115,55.5,6,36,216
115,71.5,1,1,1
115,41,2,4,8
115,67,3,9,27
115,73.5,4,16,64
115,68,5,25,125
115,67.5,6,36,216
112,67.5,1,1,1
112,NA,2,4,8
112,NA,3,9,27
112,NA,4,16,64
112,98.5,5,25,125
112,97.5,6,36,216
112,97,1,1,1
112,NA,2,4,8
112,NA,3,9,27
112,95.5,4,16,64
112,88.5,5,25,125
112,NA,6,36,216
112,74.5,1,1,1
112,NA,2,4,8
112,96.5,3,9,27
112,NA,4,16,64
112,93,5,25,125
112,96.5,6,36,216
112,97.5,1,1,1
112,85.5,2,4,8
112,82.5,3,9,27
112,84,4,16,64
112,NA,5,25,125
112,61,6,36,216
112,39,1,1,1
112,NA,2,4,8
112,70,3,9,27
112,64.5,4,16,64
112,79,5,25,125
112,97.5,6,36,216
112,70,1,1,1
112,NA,2,4,8
112,89.5,3,9,27
112,94,4,16,64
112,21,5,25,125
112,92.5,6,36,216
112,95.5,1,1,1
112,69,2,4,8
112,87.5,3,9,27
112,55.5,4,16,64
112,53.5,5,25,125
112,60,6,36,216
112,47.5,1,1,1
112,NA,2,4,8
112,87.5,3,9,27
112,30.5,4,16,64
112,40.5,5,25,125
112,57,6,36,216
112,63,1,1,1
112,91.5,2,4,8
112,NA,3,9,27
112,77,4,16,64
112,82,5,25,125
112,34,6,36,216
112,49.5,1,1,1
112,27,2,4,8
112,58.5,3,9,27
112,21.5,4,16,64
112,89,5,25,125
112,30,6,36,216
112,92,1,1,1
112,88.5,2,4,8
112,93.5,3,9,27
112,63,4,16,64
112,NA,5,25,125
112,98.5,6,36,216
112,90.5,1,1,1
112,74,2,4,8
112,74,3,9,27
112,73.5,4,16,64
112,71,5,25,125
112,68,6,36,216
112,47,1,1,1
112,NA,2,4,8
112,63,3,9,27
112,97.5,4,16,64
112,45.5,5,25,125
112,90,6,36,216
112,71.5,1,1,1
112,74.5,2,4,8
112,85,3,9,27
112,NA,4,16,64
112,70,5,25,125
112,95.5,6,36,216
112,81,1,1,1
112,56,2,4,8
112,NA,3,9,27
112,92.5,4,16,64
112,92,5,25,125
112,64.5,6,36,216
112,59,1,1,1
112,41,2,4,8
112,89.5,3,9,27
112,87,4,16,64
112,82,5,25,125
112,81,6,36,216
112,82,1,1,1
112,99.5,2,4,8
112,91.5,3,9,27
112,69,4,16,64
112,97,5,25,125
112,NA,6,36,216
112,83.5,1,1,1
112,NA,2,4,8
112,NA,3,9,27
112,NA,4,16,64
112,89.5,5,25,125
112,34,6,36,216
112,78,1,1,1
112,90,2,4,8
112,89.5,3,9,27
112,53,4,16,64
112,80,5,25,125
112,44,6,36,216
112,58,1,1,1
112,56,2,4,8
112,53,3,9,27
112,70,4,16,64
112,60.5,5,25,125
112,NA,6,36,216
112,81.5,1,1,1
112,81,2,4,8
112,93,3,9,27
112,78,4,16,64
112,29.5,5,25,125
116,57.5,1,1,1
116,70,2,4,8
116,72,3,9,27
116,30.5,4,16,64
116,74.5,5,25,125
116,55,6,36,216
116,50,1,1,1
116,80.5,2,4,8
116,31.5,3,9,27
116,NA,4,16,64
116,76,5,25,125
116,51.5,6,36,216
116,25.5,1,1,1
116,73.5,2,4,8
116,77.5,3,9,27
116,64.5,4,16,64
116,68.5,5,25,125
116,32.5,6,36,216
116,50.5,1,1,1
116,78.5,2,4,8
116,79.5,3,9,27
116,77,4,16,64
116,73,5,25,125
116,76.5,6,36,216
116,33.5,1,1,1
116,48,2,4,8
116,80.5,3,9,27
116,79,4,16,64
116,66.5,5,25,125
116,66,6,36,216
116,62.5,1,1,1
116,47,2,4,8
116,NA,3,9,27
116,75,4,16,64
116,80,5,25,125
116,45.5,6,36,216
116,57.5,1,1,1
116,45,2,4,8
116,NA,3,9,27
116,64,4,16,64
116,59,5,25,125
116,64.5,6,36,216
116,36,1,1,1
116,69.5,2,4,8
116,79.5,3,9,27
116,55,4,16,64
116,63.5,5,25,125
116,71,6,36,216
116,37,1,1,1
116,76,2,4,8
116,68,3,9,27
116,67,4,16,64
116,73,5,25,125
116,78.5,6,36,216
116,61,1,1,1
116,74,2,4,8
116,69.5,3,9,27
116,60.5,4,16,64
116,70,5,25,125
116,67,6,36,216
116,22,1,1,1
116,59,2,4,8
116,74,3,9,27
116,68.5,4,16,64
116,62,5,25,125
116,72,6,36,216
116,61,1,1,1
116,64.5,2,4,8
116,69.5,3,9,27
116,69,4,16,64
116,68,5,25,125
116,70,6,36,216
116,48.5,1,1,1
116,31.5,2,4,8
116,73,3,9,27
116,85,4,16,64
116,71,5,25,125
116,61,6,36,216
116,59.5,1,1,1
116,68.5,2,4,8
116,71,3,9,27
116,68,4,16,64
116,70,5,25,125
116,39,6,36,216
116,43,1,1,1
116,59.5,2,4,8
116,61.5,3,9,27
116,62,4,16,64
116,59.5,5,25,125
116,65,6,36,216
116,62.5,1,1,1
116,66,2,4,8
116,61,3,9,27
116,60.5,4,16,64
116,56,5,25,125
116,64.5,6,36,216
116,59.5,1,1,1
116,63.5,2,4,8
116,58.5,3,9,27
116,62,4,16,64
116,60,5,25,125
116,66,6,36,216
116,62.5,1,1,1
116,72,2,4,8
116,86.5,3,9,27
116,77.5,4,16,64
116,72.5,5,25,125
116,75,6,36,216
116,77,1,1,1
116,84.5,2,4,8
116,81,3,9,27
116,77,4,16,64
116,83,5,25,125
116,81.5,6,36,216
116,82,1,1,1
116,90,2,4,8
116,73.5,3,9,27
116,66,4,16,64
116,75,5,25,125
116,67.5,6,36,216
116,43,1,1,1
116,67,2,4,8
116,68.5,3,9,27
116,63.5,4,16,64
116,64.5,5,25,125
116,63,6,36,216
117,98.5,1,1,1
117,81.5,2,4,8
117,85,3,9,27
117,71,4,16,64
117,73.5,5,25,125
117,NA,6,36,216
117,65.5,1,1,1
117,76,2,4,8
117,44.5,3,9,27
117,68,4,16,64
117,73.5,5,25,125
117,71,6,36,216
117,76,1,1,1
117,89.5,2,4,8
117,87,3,9,27
117,79,4,16,64
117,73,5,25,125
117,55,6,36,216
117,60.5,1,1,1
117,70,2,4,8
117,72,3,9,27
117,91,4,16,64
117,94.5,5,25,125
117,73.5,6,36,216
117,88.5,1,1,1
117,100,2,4,8
117,99.5,3,9,27
117,79.5,4,16,64
117,94,5,25,125
117,24.5,6,36,216
117,74.5,1,1,1
117,63,2,4,8
117,83,3,9,27
117,96,4,16,64
117,64.5,5,25,125
117,55.5,6,36,216
117,75.5,1,1,1
117,92,2,4,8
117,86.5,3,9,27
117,79,4,16,64
117,52.5,5,25,125
117,72,6,36,216
117,78.5,1,1,1
117,68,2,4,8
117,87.5,3,9,27
117,75,4,16,64
117,76.5,5,25,125
117,61.5,6,36,216
117,47,1,1,1
117,82,2,4,8
117,79,3,9,27
117,84,4,16,64
117,79.5,5,25,125
117,56,6,36,216
117,30.5,1,1,1
117,46,2,4,8
117,54.5,3,9,27
117,54.5,4,16,64
117,61.5,5,25,125
117,51.5,6,36,216
117,46,1,1,1
117,42,2,4,8
117,56.5,3,9,27
117,50.5,4,16,64
117,52.5,5,25,125
117,64,6,36,216
117,43.5,1,1,1
117,66.5,2,4,8
117,55,3,9,27
117,7,4,16,64
117,75.5,5,25,125
117,NA,6,36,216
117,73.5,1,1,1
117,77,2,4,8
117,72,3,9,27
117,90,4,16,64
117,82.5,5,25,125
117,87,6,36,216
117,86.5,1,1,1
117,81,2,4,8
117,83.5,3,9,27
117,87,4,16,64
117,76.5,5,25,125
117,88,6,36,216
117,78.5,1,1,1
117,76.5,2,4,8
117,77,3,9,27
117,78,4,16,64
117,78.5,5,25,125
117,86.5,6,36,216
117,78.5,1,1,1
117,84,2,4,8
117,70,3,9,27
117,73,4,16,64
117,75,5,25,125
117,77.5,6,36,216
117,68,1,1,1
117,71,2,4,8
117,71,3,9,27
117,73.5,4,16,64
117,72,5,25,125
117,71.5,6,36,216
117,85.5,1,1,1
117,85.5,2,4,8
117,68.5,3,9,27
117,76.5,4,16,64
117,68.5,5,25,125
117,95.5,6,36,216
117,77.5,1,1,1
117,92.5,2,4,8
117,93,3,9,27
117,75.5,4,16,64
117,NA,5,25,125
117,68.5,6,36,216
117,68,1,1,1
117,78,2,4,8
117,62.5,3,9,27
117,75,4,16,64
117,72.5,5,25,125
117,68,6,36,216
117,56.5,1,1,1
117,59,2,4,8
117,73,3,9,27
117,73,4,16,64
117,71,5,25,125
117,53.5,6,36,216
118,95.5,1,1,1
118,85,2,4,8
118,84,3,9,27
118,83.5,4,16,64
118,85.5,5,25,125
118,NA,6,36,216
118,74.5,1,1,1
118,86.5,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,53,6,36,216
118,78,1,1,1
118,78,2,4,8
118,84,3,9,27
118,75.5,4,16,64
118,NA,5,25,125
118,79,6,36,216
118,80.5,1,1,1
118,85.5,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,80,1,1,1
118,88.5,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,82.5,5,25,125
118,NA,6,36,216
118,83,1,1,1
118,82.5,2,4,8
118,85.5,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,92,6,36,216
118,92,1,1,1
118,NA,2,4,8
118,86.5,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,88.5,6,36,216
118,54.5,1,1,1
118,NA,2,4,8
118,87,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,80.5,6,36,216
118,96.5,1,1,1
118,NA,2,4,8
118,94,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,83,6,36,216
118,88,1,1,1
118,92.5,2,4,8
118,NA,3,9,27
118,92.5,4,16,64
118,NA,5,25,125
118,86,6,36,216
118,91,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,88.5,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,90.5,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,86.5,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,89,1,1,1
118,88,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,85.5,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,81,6,36,216
118,NA,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,93.5,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,94.5,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,NA,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,NA,1,1,1
118,NA,2,4,8
118,NA,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,91,1,1,1
118,90,2,4,8
118,85.5,3,9,27
118,NA,4,16,64
118,NA,5,25,125
118,NA,6,36,216
118,96.5,1,1,1
118,86,2,4,8
119,1,1,1,1
119,1,2,4,8
119,60,3,9,27
119,1,4,16,64
119,1,5,25,125
119,51,6,36,216
119,1,1,1,1
119,1,2,4,8
119,1,3,9,27
119,1,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,75.5,2,4,8
119,1,3,9,27
119,1.5,4,16,64
119,1,5,25,125
119,2,6,36,216
119,1,1,1,1
119,NA,2,4,8
119,5,3,9,27
119,46,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,1,2,4,8
119,1,3,9,27
119,2,4,16,64
119,1,5,25,125
119,11,6,36,216
119,1,1,1,1
119,18.5,2,4,8
119,16,3,9,27
119,10,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,9.5,2,4,8
119,10.5,3,9,27
119,1,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,NA,2,4,8
119,1,3,9,27
119,NA,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,10,2,4,8
119,25,3,9,27
119,1,4,16,64
119,20,5,25,125
119,5,6,36,216
119,34.5,1,1,1
119,5,2,4,8
119,1,3,9,27
119,9.5,4,16,64
119,1.5,5,25,125
119,1,6,36,216
119,1,1,1,1
119,59.5,2,4,8
119,11.5,3,9,27
119,1,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,1,2,4,8
119,1,3,9,27
119,1,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,2,2,4,8
119,21,3,9,27
119,10,4,16,64
119,1,5,25,125
119,15,6,36,216
119,1,1,1,1
119,50,2,4,8
119,26,3,9,27
119,1,4,16,64
119,1,5,25,125
119,5.5,6,36,216
119,2,1,1,1
119,1,2,4,8
119,9.5,3,9,27
119,9.5,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,1,2,4,8
119,1,3,9,27
119,1,4,16,64
119,1,5,25,125
119,1,6,36,216
119,1,1,1,1
119,1,2,4,8
119,1,3,9,27
119,25.5,4,16,64
119,18,5,25,125
119,1,6,36,216
119,1,1,1,1
119,NA,2,4,8
119,1,3,9,27
119,1,4,16,64
119,1,5,25,125
119,1,6,36,216
119,15,1,1,1
119,1,2,4,8
119,1,3,9,27
119,1,4,16,64
119,NA,5,25,125
119,1,6,36,216
119,1,1,1,1
119,15.5,2,4,8
119,1,3,9,27
119,1,4,16,64
119,1,5,25,125
119,20.5,6,36,216
119,1,1,1,1
119,10,2,4,8
119,NA,3,9,27
119,9.5,4,16,64
119,1,5,25,125
119,1,6,36,216
120,22,1,1,1
120,19.5,2,4,8
120,48,3,9,27
120,68.5,4,16,64
120,28,5,25,125
120,46.5,6,36,216
120,73.5,1,1,1
120,62.5,2,4,8
120,83,3,9,27
120,77,4,16,64
120,30.5,5,25,125
120,44.5,6,36,216
120,63,1,1,1
120,37,2,4,8
120,53.5,3,9,27
120,63,4,16,64
120,71,5,25,125
120,76,6,36,216
120,39,1,1,1
120,74,2,4,8
120,63.5,3,9,27
120,83,4,16,64
120,65,5,25,125
120,77,6,36,216
120,33.5,1,1,1
120,60.5,2,4,8
120,31.5,3,9,27
120,36.5,4,16,64
120,67.5,5,25,125
120,68,6,36,216
120,75.5,1,1,1
120,57,2,4,8
120,48.5,3,9,27
120,66,4,16,64
120,NA,5,25,125
120,86,6,36,216
120,NA,1,1,1
120,79.5,2,4,8
120,68.5,3,9,27
120,78.5,4,16,64
120,71,5,25,125
120,90.5,6,36,216
120,71,1,1,1
120,67,2,4,8
120,61,3,9,27
120,41,4,16,64
120,66,5,25,125
120,79.5,6,36,216
120,73,1,1,1
120,74,2,4,8
120,83,3,9,27
120,67.5,4,16,64
120,8,5,25,125
120,68.5,6,36,216
120,80.5,1,1,1
120,81,2,4,8
120,82.5,3,9,27
120,62,4,16,64
120,79.5,5,25,125
120,NA,6,36,216
120,53.5,1,1,1
120,80,2,4,8
120,79.5,3,9,27
120,NA,4,16,64
120,82.5,5,25,125
120,71,6,36,216
120,81.5,1,1,1
120,NA,2,4,8
120,52,3,9,27
120,47,4,16,64
120,44.5,5,25,125
120,52.5,6,36,216
120,74,1,1,1
120,35.5,2,4,8
120,19,3,9,27
120,17,4,16,64
120,18.5,5,25,125
120,19.5,6,36,216
120,69.5,1,1,1
120,86.5,2,4,8
120,72.5,3,9,27
120,80,4,16,64
120,80.5,5,25,125
120,77.5,6,36,216
120,76.5,1,1,1
120,NA,2,4,8
120,77,3,9,27
120,76,4,16,64
120,88,5,25,125
120,79.5,6,36,216
120,92.5,1,1,1
120,76.5,2,4,8
120,24,3,9,27
120,NA,4,16,64
120,NA,5,25,125
120,66,6,36,216
120,19,1,1,1
120,14.5,2,4,8
120,14.5,3,9,27
120,75.5,4,16,64
120,70,5,25,125
120,84.5,6,36,216
120,94,1,1,1
120,86,2,4,8
120,80.5,3,9,27
120,74,4,16,64
120,75,5,25,125
120,72.5,6,36,216
120,93.5,1,1,1
120,88.5,2,4,8
120,80.5,3,9,27
120,89.5,4,16,64
120,80.5,5,25,125
120,65.5,6,36,216
120,71,1,1,1
120,70,2,4,8
120,78,3,9,27
120,75.5,4,16,64
120,73.5,5,25,125
120,79.5,6,36,216
120,81.5,1,1,1
120,78,2,4,8
120,76.5,3,9,27
120,72,4,16,64
120,72.5,5,25,125
120,81.5,6,36,216
129,33.5,1,1,1
129,NA,2,4,8
129,32,3,9,27
129,25,4,16,64
129,NA,5,25,125
129,27,6,36,216
129,23,1,1,1
129,NA,2,4,8
129,26,3,9,27
129,23.5,4,16,64
129,27.5,5,25,125
129,27,6,36,216
129,20,1,1,1
129,NA,2,4,8
129,NA,3,9,27
129,NA,4,16,64
129,NA,5,25,125
129,24.5,6,36,216
129,22.5,1,1,1
129,NA,2,4,8
129,NA,3,9,27
129,NA,4,16,64
129,26,5,25,125
129,25,6,36,216
129,21,1,1,1
129,NA,2,4,8
129,28.5,3,9,27
129,NA,4,16,64
129,21.5,5,25,125
129,23.5,6,36,216
129,17.5,1,1,1
129,22.5,2,4,8
129,NA,3,9,27
129,NA,4,16,64
129,28.5,5,25,125
129,24.5,6,36,216
129,17,1,1,1
129,NA,2,4,8
129,30,3,9,27
129,63,4,16,64
129,64,5,25,125
129,64.5,6,36,216
129,40,1,1,1
129,64,2,4,8
129,NA,3,9,27
129,NA,4,16,64
129,NA,5,25,125
129,66.5,6,36,216
129,60,1,1,1
129,60,2,4,8
129,NA,3,9,27
129,49.5,4,16,64
129,33,5,25,125
129,65,6,36,216
129,26,1,1,1
129,27.5,2,4,8
129,NA,3,9,27
129,27.5,4,16,64
129,NA,5,25,125
129,29.5,6,36,216
129,26,1,1,1
129,50,2,4,8
129,NA,3,9,27
129,63.5,4,16,64
129,38,5,25,125
129,26.5,6,36,216
129,35,1,1,1
129,57,2,4,8
129,66,3,9,27
129,66,4,16,64
129,59,5,25,125
129,24.5,6,36,216
129,71,1,1,1
129,73,2,4,8
129,66,3,9,27
129,67.5,4,16,64
129,62.5,5,25,125
129,61,6,36,216
129,37,1,1,1
129,61.5,2,4,8
129,NA,3,9,27
129,66.5,4,16,64
129,NA,5,25,125
129,64,6,36,216
129,29.5,1,1,1
129,44.5,2,4,8
129,NA,3,9,27
129,NA,4,16,64
129,27.5,5,25,125
129,45,6,36,216
129,27.5,1,1,1
129,70,2,4,8
129,62,3,9,27
129,NA,4,16,64
129,31,5,25,125
129,32,6,36,216
129,66.5,1,1,1
129,36.5,2,4,8
129,NA,3,9,27
129,66,4,16,64
129,30,5,25,125
129,35.5,6,36,216
129,63.5,1,1,1
129,32,2,4,8
129,33,3,9,27
129,34.5,4,16,64
129,38,5,25,125
129,40.5,6,36,216
129,32,1,1,1
129,26.5,2,4,8
129,32,3,9,27
129,29,4,16,64
129,31,5,25,125
129,39,6,36,216
129,49,1,1,1
129,66,2,4,8
129,60,3,9,27
129,64,4,16,64
129,30,5,25,125
129,49.5,6,36,216
129,21,1,1,1
129,40.5,2,4,8
129,48,3,9,27
129,29,4,16,64
129,23,5,25,125
129,27,6,36,216
121,74.5,1,1,1
121,78.5,2,4,8
121,84,3,9,27
121,81,4,16,64
121,65.5,5,25,125
121,83,6,36,216
121,72.5,1,1,1
121,82,2,4,8
121,93.5,3,9,27
121,NA,4,16,64
121,86.5,5,25,125
121,82.5,6,36,216
121,94,1,1,1
121,79.5,2,4,8
121,70.5,3,9,27
121,70,4,16,64
121,73.5,5,25,125
121,69,6,36,216
121,82,1,1,1
121,76,2,4,8
121,81.5,3,9,27
121,79.5,4,16,64
121,74,5,25,125
121,72,6,36,216
121,80,1,1,1
121,76,2,4,8
121,73,3,9,27
121,84,4,16,64
121,66.5,5,25,125
121,80,6,36,216
121,87.5,1,1,1
121,95.5,2,4,8
121,86,3,9,27
121,80.5,4,16,64
121,79,5,25,125
121,95,6,36,216
121,91.5,1,1,1
121,71.5,2,4,8
121,75,3,9,27
121,NA,4,16,64
121,NA,5,25,125
121,90,6,36,216
121,76,1,1,1
121,98,2,4,8
121,NA,3,9,27
121,81.5,4,16,64
121,82.5,5,25,125
121,88,6,36,216
121,90.5,1,1,1
121,84.5,2,4,8
121,86,3,9,27
121,89,4,16,64
121,99,5,25,125
121,92.5,6,36,216
121,87,1,1,1
121,85.5,2,4,8
121,95,3,9,27
121,99.5,4,16,64
121,49.5,5,25,125
121,49.5,6,36,216
121,49,1,1,1
121,97.5,2,4,8
121,49.5,3,9,27
121,49,4,16,64
121,95,5,25,125
121,81.5,6,36,216
121,82.5,1,1,1
121,83,2,4,8
121,97.5,3,9,27
121,90,4,16,64
121,95.5,5,25,125
121,98,6,36,216
121,91.5,1,1,1
121,93,2,4,8
121,98,3,9,27
121,93,4,16,64
121,100,5,25,125
121,97.5,6,36,216
121,95,1,1,1
121,97,2,4,8
121,97.5,3,9,27
121,NA,4,16,64
121,96.5,5,25,125
121,99.5,6,36,216
121,98,1,1,1
121,94.5,2,4,8
121,96.5,3,9,27
121,100,4,16,64
121,100,5,25,125
121,96,6,36,216
121,49.5,1,1,1
121,99.5,2,4,8
121,94,3,9,27
121,49.5,4,16,64
121,NA,5,25,125
121,94,6,36,216
121,96.5,1,1,1
121,86,2,4,8
121,92,3,9,27
121,93.5,4,16,64
121,81.5,5,25,125
121,90.5,6,36,216
121,94.5,1,1,1
121,92.5,2,4,8
121,93,3,9,27
121,99.5,4,16,64
121,93,5,25,125
121,78.5,6,36,216
121,50,1,1,1
121,98.5,2,4,8
121,100,3,9,27
121,99,4,16,64
121,100,5,25,125
121,99,6,36,216
121,97.5,1,1,1
121,100,2,4,8
121,100,3,9,27
121,99.5,4,16,64
121,99,5,25,125
121,95,6,36,216
121,100,1,1,1
121,98.5,2,4,8
121,98,3,9,27
121,97.5,4,16,64
121,94,5,25,125
121,90.5,6,36,216
130,10.5,1,1,1
130,100,2,4,8
130,100,3,9,27
130,100,4,16,64
130,76,5,25,125
130,25.5,6,36,216
130,100,1,1,1
130,90,2,4,8
130,100,3,9,27
130,98,4,16,64
130,50,5,25,125
130,48,6,36,216
130,60.5,1,1,1
130,99.5,2,4,8
130,60,3,9,27
130,66.5,4,16,64
130,82.5,5,25,125
130,57,6,36,216
130,59,1,1,1
130,83.5,2,4,8
130,94.5,3,9,27
130,88.5,4,16,64
130,45,5,25,125
130,63.5,6,36,216
130,49.5,1,1,1
130,79.5,2,4,8
130,79.5,3,9,27
130,80,4,16,64
130,80,5,25,125
130,59,6,36,216
130,84.5,1,1,1
130,64,2,4,8
130,71,3,9,27
130,58.5,4,16,64
130,69.5,5,25,125
130,77,6,36,216
130,58,1,1,1
130,82,2,4,8
130,94.5,3,9,27
130,49,4,16,64
130,44.5,5,25,125
130,37,6,36,216
130,74,1,1,1
130,100,2,4,8
130,100,3,9,27
130,100,4,16,64
130,78,5,25,125
130,77.5,6,36,216
130,82.5,1,1,1
130,100,2,4,8
130,83,3,9,27
130,84,4,16,64
130,88.5,5,25,125
130,49,6,36,216
130,75.5,1,1,1
130,90,2,4,8
130,NA,3,9,27
130,88,4,16,64
130,91.5,5,25,125
130,77,6,36,216
130,60,1,1,1
130,76,2,4,8
130,86.5,3,9,27
130,80,4,16,64
130,NA,5,25,125
130,73,6,36,216
130,43,1,1,1
130,78,2,4,8
130,79,3,9,27
130,86.5,4,16,64
130,66.5,5,25,125
130,79,6,36,216
130,68,1,1,1
130,74,2,4,8
130,82,3,9,27
130,87,4,16,64
130,91,5,25,125
130,92,6,36,216
130,70,1,1,1
130,98,2,4,8
130,98,3,9,27
130,NA,4,16,64
130,95.5,5,25,125
130,82,6,36,216
130,81,1,1,1
130,89.5,2,4,8
130,84.5,3,9,27
130,82.5,4,16,64
130,88.5,5,25,125
130,61.5,6,36,216
130,84,1,1,1
130,84,2,4,8
130,84.5,3,9,27
130,84.5,4,16,64
130,73,5,25,125
130,71,6,36,216
130,59,1,1,1
130,89,2,4,8
130,92.5,3,9,27
130,89,4,16,64
130,86.5,5,25,125
130,85,6,36,216
130,82,1,1,1
130,88.5,2,4,8
130,69,3,9,27
130,59,4,16,64
130,NA,5,25,125
130,89.5,6,36,216
130,82,1,1,1
130,90,2,4,8
