ID,MinutesElapsed,SENSSAvgMom
118,469,
118,677,
118,,
118,180,93.5
118,320,
118,390,
118,432,94.5
118,485,
118,564,
118,,
118,180,
118,300,
118,353,
118,408,
118,528,
118,578,
118,,
118,180,
118,319,
118,354,
118,393,
118,465,
118,582,
118,,
118,180,91
118,342,90
118,403,85.5
118,499,
118,564,
118,645,
118,,
118,180,96.5
118,324,86
118,,
119,180,1
119,330,1
119,394,60
119,437,1
119,511,1
119,586,51
119,,
119,180,1
119,319,1
119,364,1
119,448,1
119,513,1
119,632,1
119,,
119,180,1
119,351,75.5
119,419,1
119,508,1.5
119,571,1
119,636,2
119,,
119,180,1
119,310,
119,404,5
119,490,46
119,583,1
119,627,1
119,,
119,180,1
119,335,1
119,372,1
119,467,2
119,526,1
119,687,11
119,,
119,180,1
119,351,18.5
119,404,16
119,470,10
119,502,1
119,618,1
119,,
119,180,1
119,317,9.5
119,347,10.5
119,434,1
119,464,1
119,501,1
119,,
119,180,1
119,343,
119,380,1
119,452,
119,534,1
119,588,1
119,,
119,180,1
119,329,10
119,382,25
119,463,1
119,521,20
119,621,5
119,,
119,180,34.5
119,327,5
119,378,1
119,476,9.5
119,547,1.5
119,667,1
119,,
119,180,1
119,326,59.5
119,382,11.5
119,456,1
119,514,1
119,654,1
119,,
119,180,1
119,353,1
119,395,1
119,472,1
119,538,1
119,597,1
119,,
119,180,1
119,327,2
119,368,21
119,470,10
119,502,1
119,570,15
119,,
119,180,1
119,313,50
119,349,26
119,390,1
119,470,1
119,676,5.5
119,,
119,180,2
119,310,1
119,364,9.5
119,468,9.5
119,502,1
119,642,1
119,,
119,180,1
119,346,1
119,419,1
119,504,1
119,544,1
119,624,1
119,,
119,180,1
119,344,1
119,384,1
119,483,25.5
119,567,18
119,668,1
119,,
119,180,1
119,321,
119,364,1
119,431,1
119,529,1
119,563,1
119,,
119,180,15
119,314,1
119,362,1
119,426,1
119,535,
119,671,1
119,,
119,180,1
119,306,15.5
119,394,1
119,471,1
119,547,1
119,679,20.5
119,,
119,180,1
119,338,10
119,373,
119,418,9.5
119,504,1
119,595,1
119,,
120,180,22
120,329,19.5
120,394,48
120,425,68.5
120,513,28
120,596,46.5
120,,
120,180,73.5
120,349,62.5
120,379,83
120,478,77
120,559,30.5
120,590,44.5
120,,
120,180,63
120,312,37
120,377,53.5
120,445,63
120,517,71
120,650,76
120,,
120,180,39
120,332,74
120,411,63.5
120,453,83
120,547,65
120,628,77
120,,
120,180,33.5
120,301,60.5
120,376,31.5
120,469,36.5
120,560,67.5
120,612,68
120,,
120,180,75.5
120,326,57
120,400,48.5
120,461,66
120,502,
120,670,86
120,,
120,180,
120,315,79.5
120,354,68.5
120,459,78.5
120,569,71
120,655,90.5
120,,
120,180,71
120,327,67
120,415,61
120,454,41
120,521,66
120,646,79.5
120,,
120,180,73
120,301,74
120,360,83
120,440,67.5
120,493,8
120,685,68.5
120,,
120,180,80.5
120,352,81
120,386,82.5
120,472,62
120,562,79.5
120,595,
120,,
120,180,53.5
120,338,80
120,401,79.5
120,473,
120,521,82.5
120,680,71
120,,
120,180,81.5
120,319,
120,401,52
120,454,47
120,521,44.5
120,578,52.5
120,,
120,180,74
120,353,35.5
120,409,19
120,482,17
120,522,18.5
120,588,19.5
120,,
120,180,69.5
120,315,86.5
120,408,72.5
120,484,80
120,521,80.5
120,681,77.5
120,,
120,180,76.5
120,338,
120,388,77
120,468,76
120,549,88
120,656,79.5
120,,
120,180,92.5
120,344,76.5
120,401,24
120,462,
120,523,
120,563,66
120,,
120,180,19
120,342,14.5
120,419,14.5
120,477,75.5
120,562,70
120,645,84.5
120,,
120,180,94
120,304,86
120,393,80.5
120,464,74
120,514,75
120,607,72.5
120,,
120,180,93.5
120,311,88.5
120,401,80.5
120,450,89.5
120,549,80.5
120,618,65.5
120,,
120,180,71
120,304,70
120,394,78
120,477,75.5
120,530,73.5
120,572,79.5
120,,
120,180,81.5
120,348,78
120,405,76.5
120,478,72
120,537,72.5
120,580,81.5
120,,
129,60,33.5
129,263,
129,299,32
129,403,25
129,488,
129,533,27
129,,
129,60,23
129,255,
129,317,26
129,441,23.5
129,536,27.5
129,597,27
129,,
129,60,20
129,233,
129,273,
129,395,
129,447,
129,541,24.5
129,,
129,60,22.5
129,224,
129,337,
129,399,
129,453,26
129,519,25
129,,
129,60,21
129,272,
129,358,28.5
129,432,
129,509,21.5
129,620,23.5
129,,
129,60,17.5
129,251,22.5
129,340,
129,393,
129,468,28.5
129,611,24.5
129,,
129,60,17
129,279,
129,319,30
129,380,63
129,426,64
129,575,64.5
129,,
129,60,40
129,243,64
129,319,
129,430,
129,522,
129,559,66.5
129,,
129,60,60
129,218,60
129,287,
129,377,49.5
129,460,33
129,630,65
129,,
129,60,26
129,219,27.5
129,305,
129,385,27.5
129,475,
129,643,29.5
129,,
129,60,26
129,230,50
129,271,
129,341,63.5
129,499,38
129,579,26.5
129,,
129,60,35
129,233,57
129,322,66
129,411,66
129,467,59
129,502,24.5
129,,
129,60,71
129,253,73
129,319,66
129,423,67.5
129,510,62.5
129,578,61
129,,
129,60,37
129,253,61.5
129,330,
129,378,66.5
129,491,
129,554,64
129,,
129,60,29.5
129,213,44.5
129,328,
129,427,
129,497,27.5
129,568,45
129,,
129,60,27.5
129,269,70
129,366,62
129,468,
129,554,31
129,618,32
129,,
129,60,66.5
129,274,36.5
129,345,
129,386,66
129,442,30
129,664,35.5
129,,
129,60,63.5
129,231,32
129,263,33
129,334,34.5
129,471,38
129,676,40.5
129,,
129,60,32
129,227,26.5
129,316,32
129,436,29
129,479,31
129,598,39
129,,
129,60,49
129,245,66
129,328,60
129,377,64
129,437,30
129,595,49.5
129,,
129,60,21
129,279,40.5
129,355,48
129,437,29
129,540,23
129,592,27
129,,
121,60,74.5
121,236,78.5
121,333,84
121,398,81
121,508,65.5
121,581,83
121,,
121,60,72.5
121,231,82
121,264,93.5
121,343,
121,439,86.5
121,659,82.5
121,,
121,60,94
121,242,79.5
121,299,70.5
121,407,70
121,479,73.5
121,574,69
121,,
121,60,82
121,246,76
121,313,81.5
121,393,79.5
121,424,74
121,642,72
121,,
121,60,80
121,219,76
121,279,73
121,354,84
121,450,66.5
121,588,80
121,,
121,60,87.5
121,210,95.5
121,327,86
121,417,80.5
121,465,79
121,535,95
121,,
121,60,91.5
121,227,71.5
121,274,75
121,310,
121,389,
121,629,90
121,,
121,60,76
121,263,98
121,296,
121,345,81.5
121,461,82.5
121,555,88
121,,
121,60,90.5
121,242,84.5
121,277,86
121,411,89
121,480,99
121,576,92.5
121,,
121,60,87
121,247,85.5
121,341,95
121,441,99.5
121,522,49.5
121,656,49.5
121,,
121,60,49
121,267,97.5
121,360,49.5
121,423,49
121,517,95
121,600,81.5
121,,
121,60,82.5
121,224,83
121,319,97.5
121,394,90
121,531,95.5
121,610,98
121,,
121,60,91.5
121,262,93
121,297,98
121,422,93
121,522,100
121,573,97.5
121,,
121,60,95
121,211,97
121,268,97.5
121,319,
121,355,96.5
121,537,99.5
121,,
121,60,98
121,271,94.5
121,349,96.5
121,420,100
121,476,100
121,520,96
121,,
121,60,49.5
121,265,99.5
121,320,94
121,365,49.5
121,488,
121,661,94
121,,
121,60,96.5
121,271,86
121,304,92
121,427,93.5
121,538,81.5
121,680,90.5
121,,
121,60,94.5
121,212,92.5
121,275,93
121,354,99.5
121,395,93
121,653,78.5
121,,
121,60,50
121,238,98.5
121,292,100
121,349,99
121,479,100
121,541,99
121,,
121,60,97.5
121,229,100
121,312,100
121,357,99.5
121,454,99
121,689,95
121,,
121,60,100
121,267,98.5
121,310,98
121,417,97.5
121,484,94
121,569,90.5
121,,
130,60,10.5
130,272,100
130,332,100
130,406,100
130,513,76
130,554,25.5
130,,
130,60,100
130,249,90
130,321,100
130,432,98
130,492,50
130,642,48
130,,
130,60,60.5
130,277,99.5
130,360,60
130,443,66.5
130,544,82.5
130,635,57
130,,
130,60,59
130,264,83.5
130,301,94.5
130,383,88.5
130,449,45
130,684,63.5
130,,
130,60,49.5
130,213,79.5
130,318,79.5
130,402,80
130,522,80
130,635,59
130,,
130,60,84.5
130,230,64
130,271,71
130,357,58.5
130,392,69.5
130,669,77
130,,
130,60,58
130,244,82
130,343,94.5
130,455,49
130,486,44.5
130,629,37
130,,
130,60,74
130,259,100
130,318,100
130,384,100
130,521,78
130,668,77.5
130,,
130,60,82.5
130,274,100
130,374,83
130,477,84
130,521,88.5
130,606,49
130,,
130,60,75.5
130,276,90
130,312,
130,385,88
130,527,91.5
130,666,77
130,,
130,60,60
130,271,76
130,308,86.5
130,404,80
130,493,
130,536,73
130,,
130,60,43
130,227,78
130,286,79
130,401,86.5
130,437,66.5
130,482,79
130,,
130,60,68
130,241,74
130,294,82
130,386,87
130,517,91
130,562,92
130,,
130,60,70
130,219,98
130,289,98
130,372,
130,413,95.5
130,523,82
130,,
130,60,81
130,231,89.5
130,278,84.5
130,320,82.5
130,399,88.5
130,588,61.5
130,,
130,60,84
130,244,84
130,301,84.5
130,375,84.5
130,439,73
130,501,71
130,,
130,60,59
130,262,89
130,346,92.5
130,448,89
130,510,86.5
130,653,85
130,,
130,60,82
130,221,88.5
130,313,69
130,427,59
130,493,
130,545,89.5
130,,
130,60,82
130,253,90
130,292,84.5
130,375,82.5
130,514,52.5
130,584,72
130,,
130,60,69
130,225,87.5
130,314,85
130,419,90.5
130,547,83.5
130,638,86
130,,
130,60,76
130,258,89
130,338,89.5
130,449,84
130,564,60
130,662,63
130,,
131,60,53.5
131,228,61
131,337,60
131,417,58.5
131,535,63.5
131,601,66.5
131,,
131,60,42
131,252,
131,348,1
131,417,48.5
131,516,25.5
131,574,56
131,,
131,60,46.5
131,225,58.5
131,334,58
131,422,58
131,461,57.5
131,565,62.5
131,,
131,60,60
131,280,60
131,377,45
131,424,58.5
131,460,53.5
131,575,46.5
131,,
131,60,51.5
131,251,55.5
131,309,41
131,398,
131,499,
131,678,38
131,,
131,60,51.5
131,276,
131,331,50
131,418,61.5
131,449,60
131,592,47.5
131,,
131,60,55
131,241,61.5
131,338,51
131,385,56
131,421,38
131,618,28.5
131,,
131,60,52
131,230,33
131,316,
131,372,55.5
131,505,
131,557,57.5
131,,
131,60,52
131,217,58
131,308,49.5
131,372,58
131,494,20.5
131,679,52
131,,
131,60,55
131,239,56.5
131,303,29
131,412,35
131,476,34.5
131,590,56.5
131,,
131,60,30.5
131,260,50.5
131,306,45
131,431,58.5
131,472,59.5
131,568,33.5
131,,
131,60,52
131,229,58.5
131,260,71.5
131,403,59
131,458,64
131,647,58.5
131,,
131,60,56.5
131,261,59.5
131,329,68.5
131,380,59.5
131,450,62.5
131,584,65.5
131,,
131,60,44.5
131,274,46.5
131,324,63
131,436,57.5
131,476,61
131,678,59
131,,
131,60,59.5
131,222,
131,310,21.5
131,353,59.5
131,493,66.5
131,570,49
131,,
131,60,40.5
131,237,
131,268,65
131,386,62
131,537,40
131,646,
131,,
131,60,25
131,226,57.5
131,286,28.5
131,322,46.5
131,379,64
131,447,58
131,,
131,60,16
131,255,2
131,348,23
131,434,61
131,476,20.5
131,683,50.5
131,,
131,60,48
131,211,36
131,260,68
131,291,39.5
131,354,66
131,404,65.5
131,,
131,60,27.5
131,251,
131,347,
131,399,37
131,471,35.5
131,581,42.5
131,,
131,60,36.5
131,237,48.5
131,309,53.5
131,377,67
131,436,49
131,495,36
131,,
122,60,47
122,249,68
122,306,75.5
122,339,66
122,462,70
122,588,70.5
122,,
122,60,28.5
122,214,67.5
122,284,26.5
122,390,42.5
122,512,62
122,550,47
122,,
122,60,60
122,253,68
122,350,46
122,427,62
122,486,51.5
122,637,63
122,,
122,60,47
122,222,79
122,256,64.5
122,399,62
122,498,63
122,579,61.5
122,,
122,60,49
122,254,65
122,300,65
122,364,49
122,484,49
122,586,68.5
122,,
122,60,49
122,249,49
122,312,58.5
122,366,57.5
122,409,60
122,667,63.5
122,,
122,60,49
122,235,
122,322,60
122,397,59
122,512,69.5
122,654,61.5
122,,
122,60,49
122,261,54
122,337,57
122,427,53
122,546,62
122,686,56.5
122,,
122,60,49
122,269,60.5
122,329,49
122,403,50
122,516,49
122,607,
122,,
122,60,49
122,258,63
122,358,49.5
122,450,49
122,527,49
122,684,49
122,,
122,60,49
122,251,49.5
122,354,49
122,459,55
122,507,
122,670,59
122,,
122,60,50
122,270,50.5
122,330,63.5
122,420,75
122,501,49.5
122,628,
122,,
122,60,49.5
122,255,16
122,324,50
122,372,49
122,490,49
122,569,50
122,,
122,60,49.5
122,210,49
122,278,47.5
122,355,49
122,493,60
122,589,56
122,,
122,60,48.5
122,253,64.5
122,296,64
122,406,51.5
122,474,1
122,529,49
122,,
122,60,34.5
122,235,65.5
122,278,49.5
122,316,50
122,455,1.5
122,622,
122,,
122,60,55.5
122,220,57.5
122,261,64.5
122,357,49
122,436,32
122,470,49
122,,
122,60,49
122,236,49
122,296,49
122,346,49
122,441,49.5
122,635,62
122,,
122,60,50
122,224,49.5
122,317,
122,359,49
122,424,57
122,551,49
122,,
122,60,63
122,278,49
122,347,49.5
122,383,53
122,428,48.5
122,557,67.5
122,,
122,60,57.5
122,274,58.5
122,365,
122,411,
122,522,
122,614,49
122,,
132,60,30
132,237,48.5
132,278,58
132,387,49.5
132,452,61.5
132,683,76
132,,
132,60,49.5
132,263,32.5
132,302,58
132,369,55.5
132,416,75.5
132,448,65.5
132,,
132,60,51
132,212,61.5
132,247,49
132,387,63
132,434,67.5
132,517,63
132,,
132,60,63.5
132,243,49
132,341,
132,456,65
132,572,69
132,645,66.5
132,,
132,60,66.5
132,238,58
132,316,60.5
132,359,55
132,459,68
132,492,64
132,,
132,60,69.5
132,252,42.5
132,301,56
132,419,60
132,450,50
132,672,66.5
132,,
132,60,64.5
132,245,69.5
132,303,57.5
132,394,65.5
132,519,58
132,599,64
132,,
132,60,61
132,220,66.5
132,255,67
132,339,68.5
132,502,60.5
132,541,65.5
132,,
132,60,65.5
132,217,67.5
132,252,60
132,367,50
132,482,74
132,664,65
132,,
132,60,65
132,238,64.5
132,292,66
132,326,65
132,503,49.5
132,616,63
132,,
132,60,68
132,215,50
132,304,59.5
132,361,60
132,524,46.5
132,577,49.5
132,,
132,60,57
132,279,69
132,335,49
132,448,56
132,523,65.5
132,594,66
132,,
132,60,64.5
132,216,66.5
132,329,59.5
132,422,65
132,532,62.5
132,645,65.5
132,,
132,60,60.5
132,221,62
132,267,61
132,323,43.5
132,400,51.5
132,562,49.5
132,,
132,60,49.5
132,227,47.5
132,286,49.5
132,351,53
132,413,56.5
132,660,66
132,,
132,60,54
132,249,38.5
132,341,58
132,379,49.5
132,489,62.5
132,547,33
132,,
132,60,54.5
132,257,49.5
132,304,49.5
132,381,43.5
132,451,49.5
132,685,50.5
132,,
132,60,66.5
132,211,
132,280,49.5
132,344,51
132,509,62.5
132,561,50.5
132,,
132,60,49.5
132,214,60.5
132,328,47.5
132,440,62.5
132,497,58.5
132,659,41.5
132,,
132,60,65
132,271,52.5
132,335,61.5
132,417,68
132,465,61
132,552,69
132,,
132,60,63
132,267,53.5
132,339,56.5
132,451,58.5
132,550,64.5
132,644,56.5
132,,
127,120,62.5
127,247,64.5
127,285,63
127,391,68.5
127,457,71
127,567,71
127,,
127,120,67.5
127,277,
127,330,73
127,380,85.5
127,522,72
127,587,76.5
127,,
127,120,71
127,272,79
127,343,72.5
127,445,74
127,539,78.5
127,629,90
127,,
127,120,76
127,237,71
127,298,73
127,352,72.5
127,448,74.5
127,587,50
127,,
127,120,66
127,261,63
127,297,71
127,410,62.5
127,518,68
127,680,59.5
127,,
127,120,59
127,248,68.5
127,283,66.5
127,399,74.5
127,475,70.5
127,600,69.5
127,,
127,120,71
127,219,66.5
127,298,68.5
127,338,71.5
127,510,77
127,677,72
127,,
127,120,71.5
127,256,52.5
127,321,46.5
127,412,29
127,522,67.5
127,675,70
127,,
127,120,1
127,224,
127,264,
127,312,14
127,370,
127,427,84.5
127,,
127,120,49
127,218,50.5
127,268,
127,371,18
127,466,
127,497,78
127,,
127,120,23.5
127,239,17.5
127,284,19.5
127,372,24
127,512,16
127,552,23.5
127,,
127,120,21
127,229,12.5
127,314,18.5
127,435,19
127,500,
127,537,
127,,
127,120,45
127,276,73.5
127,371,49.5
127,448,23
127,538,47
127,668,55
127,,
127,120,29
127,270,31.5
127,300,30
127,372,33.5
127,455,36
127,605,28.5
127,,
127,120,30.5
127,234,18
127,269,24
127,408,24.5
127,496,33
127,640,61.5
127,,
127,120,74
127,225,73.5
127,309,74
127,392,73.5
127,523,69
127,676,75.5
127,,
127,120,81
127,245,75
127,327,76.5
127,390,
127,483,75
127,533,80.5
127,,
127,120,80
127,261,
127,306,75
127,365,
127,505,
127,583,81
127,,
127,120,81.5
127,223,74
127,296,79.5
127,409,
127,495,82
127,626,83.5
127,,
127,120,81
127,214,84
127,276,82.5
127,346,75.5
127,511,82
127,638,76
127,,
127,120,75.5
127,253,83.5
127,290,76
127,379,
127,530,
127,609,
127,,
123,250,77.5
123,412,78.5
123,447,76.5
123,518,76.5
123,550,77
123,601,74.5
123,,
123,250,63.5
123,394,70
123,461,71
123,513,80.5
123,593,76
123,679,82.5
123,,
123,250,81
123,390,
123,449,79
123,488,78.5
123,547,80.5
123,609,91.5
123,,
123,250,75
123,392,70
123,429,52
123,479,69
123,565,71.5
123,656,70.5
123,,
123,250,71
123,394,69
123,445,72
123,521,74.5
123,587,74
123,648,70.5
123,,
123,250,78
123,417,75.5
123,461,84
123,498,84
123,570,81
123,679,74
123,,
123,250,76.5
123,401,74.5
123,457,73.5
123,526,80.5
123,603,77
123,643,78.5
123,,
123,250,84.5
123,407,81
123,437,80.5
123,487,87.5
123,523,90.5
123,668,86.5
123,,
123,250,85.5
123,408,84.5
123,453,83.5
123,491,89.5
123,525,89
123,560,82.5
123,,
123,250,87.5
123,409,90
123,445,
123,484,83.5
123,538,83.5
123,589,82
123,,
123,250,37.5
123,422,80.5
123,460,78.5
123,497,84
123,564,
123,630,83.5
123,,
123,250,80
123,399,81
123,431,76
123,483,77.5
123,555,71.5
123,618,70
123,,
123,250,80
123,421,76.5
123,470,78.5
123,539,74
123,599,75.5
123,677,76
123,,
123,250,71.5
123,411,73.5
123,441,72.5
123,509,76
123,552,81
123,644,70.5
123,,
123,250,71
123,418,75
123,468,79.5
123,507,
123,574,81
123,611,80.5
123,,
123,250,71
123,397,82
123,464,77
123,528,75.5
123,583,72.5
123,635,73
123,,
123,250,66
123,421,61.5
123,487,68.5
123,548,62.5
123,595,64
123,631,74.5
123,,
123,250,68.5
123,407,64.5
123,468,73.5
123,512,
123,545,75.5
123,620,71
123,,
123,250,62
123,407,77
123,459,74
123,513,71.5
123,579,74
123,681,75.5
123,,
123,250,69.5
123,409,67.5
123,477,69.5
123,543,61
123,606,67.5
123,665,65.5
123,,
123,250,65.5
123,405,63.5
123,442,66.5
123,512,71.5
123,563,67
123,630,72.5
123,,
124,60,18
124,225,6
124,315,27.5
124,356,9
124,423,15.5
124,529,8
124,,
124,60,12.5
124,222,65.5
124,331,69.5
124,416,44.5
124,458,67.5
124,657,21.5
124,,
124,60,25.5
124,259,27
124,330,17.5
124,395,25.5
124,435,23
124,623,12
124,,
124,60,27.5
124,255,62
124,305,26.5
124,341,65
124,391,40
124,591,67
124,,
124,60,26
124,245,19.5
124,287,24
124,363,49
124,399,41.5
124,474,10
124,,
124,60,27
124,261,71.5
124,343,23.5
124,452,46.5
124,521,33.5
124,653,15.5
124,,
124,60,45
124,271,30.5
124,374,19.5
124,435,27.5
124,555,45
124,611,25.5
124,,
124,60,47
124,229,20
124,265,16.5
124,338,19
124,419,29
124,635,15
124,,
124,60,42.5
124,239,19
124,284,27.5
124,360,30.5
124,505,23.5
124,590,24
124,,
124,60,24
124,252,24
124,282,25.5
124,341,50
124,501,15
124,546,21.5
124,,
124,60,33
124,228,18
124,274,18.5
124,364,25
124,467,22.5
124,608,23
124,,
124,60,42.5
124,251,24
124,330,23.5
124,395,31.5
124,450,25.5
124,670,30.5
124,,
124,60,37
124,217,25
124,321,29
124,436,23
124,497,25.5
124,663,30
124,,
124,60,26
124,211,24.5
124,277,28.5
124,360,32
124,511,23
124,614,30
124,,
124,60,26
124,254,25.5
124,359,27
124,439,18
124,482,28.5
124,622,28.5
124,,
124,60,24
124,274,25.5
124,311,23
124,378,11.5
124,502,20
124,535,10.5
124,,
124,60,28.5
124,220,20
124,323,16.5
124,368,19
124,422,8
124,549,18.5
124,,
124,60,25
124,251,24
124,330,4
124,374,20.5
124,411,14
124,581,21.5
124,,
124,60,15.5
124,235,19
124,287,19
124,352,24.5
124,484,15.5
124,521,12
124,,
124,60,21.5
124,229,27
124,312,24
124,435,25
124,547,22.5
124,648,20
124,,
124,60,50
124,278,25
124,350,27
124,456,44
124,560,21.5
124,626,20.5
124,,
125,250,23.5
125,413,60.5
125,471,30
125,541,66
125,578,70.5
125,675,51.5
125,,
125,250,79.5
125,415,75.5
125,449,67.5
125,528,57
125,593,
125,682,64
125,,
125,250,52
125,421,
125,467,
125,520,
125,572,
125,610,68
125,,
125,250,52.5
125,397,67.5
125,465,52
125,535,
125,578,
125,633,62
125,,
125,250,65
125,394,
125,467,77
125,533,79
125,595,
125,666,66.5
125,,
125,250,69
125,421,79
125,486,
125,550,
125,585,
125,640,49
125,,
125,250,76
125,415,
125,481,88
125,527,
125,573,
125,638,74
125,,
125,250,75
125,399,
125,466,
125,508,
125,557,
125,635,
125,,
125,250,56
125,401,60
125,471,
125,534,
125,565,
125,625,
125,,
125,250,29.5
125,403,
125,454,
125,496,
125,557,
125,686,61
125,,
125,250,52.5
125,399,
125,469,45.5
125,512,
125,587,
125,682,49
125,,
125,250,52
125,405,
125,443,
125,518,
125,574,
125,648,
125,,
125,250,68
125,404,
125,435,
125,469,
125,546,
125,654,
125,,
125,250,
125,412,
125,475,
125,538,
125,579,
125,621,
125,,
125,250,
125,406,
125,455,
125,509,
125,568,
125,645,
125,,
125,250,
125,421,
125,477,
125,536,
125,610,
125,652,
125,,
125,250,
125,392,
125,447,
125,517,
125,548,
125,611,
125,,
125,250,
125,411,
125,464,
125,498,
125,593,
125,676,
125,,
125,250,
125,424,
125,479,
125,531,
125,582,
125,662,
125,,
125,250,
125,415,
125,451,
125,482,
125,559,
125,622,
125,,
125,250,
125,397,
125,457,
125,529,
125,599,
125,673,
125,,
133,120,95
133,277,100
133,369,98.5
133,417,18
133,478,77
133,593,5.5
133,,
133,120,55
133,309,47.5
133,377,10
133,417,37.5
133,495,8
133,618,13
133,,
133,120,57.5
133,298,20
133,344,
133,381,30
133,474,40
133,635,12.5
133,,
133,120,20
133,271,17.5
133,358,67.5
133,393,50
133,494,62.5
133,630,15
133,,
133,120,60
133,277,12.5
133,331,42.5
133,385,25
133,446,45
133,661,57.5
133,,
133,120,45
133,300,57.5
133,382,32.5
133,436,
133,479,50
133,533,
133,,
133,120,25
133,279,53
133,319,47.5
133,439,25
133,496,47.5
133,541,40
133,,
133,120,55
133,317,40
133,401,27.5
133,450,75
133,485,70
133,671,72.5
133,,
133,120,25
133,300,52.5
133,391,
133,434,100
133,539,98.5
133,593,42.5
133,,
133,120,80
133,296,100
133,387,50
133,447,40
133,525,45
133,685,47.5
133,,
133,120,77.5
133,302,32.5
133,393,30
133,462,85
133,522,70
133,558,30
133,,
133,120,25
133,314,87.5
133,385,100
133,478,60
133,513,35.5
133,594,35
133,,
133,120,32.5
133,288,55
133,360,55
133,463,45
133,561,24.5
133,649,50
133,,
133,120,37.5
133,313,63
133,364,37.5
133,414,50
133,525,100
133,628,25
133,,
133,120,62.5
133,299,
133,335,25
133,435,13
133,512,25
133,584,17.5
133,,
133,120,42.5
133,293,62.5
133,378,50
133,423,87.5
133,476,45
133,622,75
133,,
133,120,15
133,322,62.5
133,373,22.5
133,478,17.5
133,538,57.5
133,589,50
133,,
133,120,15
133,303,72.5
133,363,40
133,412,
133,526,65
133,657,17.5
133,,
133,120,50
133,318,47.5
133,366,37.5
133,438,57.5
133,523,40
133,674,25
133,,
133,120,32.5
133,285,100
133,325,42.5
133,395,60
133,531,
133,659,75
133,,
133,120,85
133,321,72.5
133,407,62.5
133,501,17.5
133,549,5.5
133,589,20
133,,
126,60,41
126,255,57.5
126,351,62
126,457,48
126,487,48
126,576,50.5
126,,
126,60,53.5
126,247,65
126,323,
126,398,23.5
126,446,43.5
126,575,48
126,,
126,60,36.5
126,270,27
126,321,59.5
126,424,32
126,468,14.5
126,587,10.5
126,,
126,60,18.5
126,264,8.5
126,369,1.5
126,442,10
126,535,20.5
126,588,25.5
126,,
126,60,5
126,210,19
126,313,16.5
126,419,4
126,455,18.5
126,633,14.5
126,,
126,60,3.5
126,220,12.5
126,287,12.5
126,329,11
126,446,11
126,562,45
126,,
126,60,19
126,220,21
126,251,18
126,331,77.5
126,494,6.5
126,603,35.5
126,,
126,60,19.5
126,280,19.5
126,373,7.5
126,421,12
126,535,7
126,639,8.5
126,,
126,60,19
126,254,10
126,312,13
126,355,2.5
126,421,1
126,639,12
126,,
126,60,9.5
126,258,3.5
126,326,14
126,441,55
126,561,16.5
126,655,14
126,,
126,60,39
126,281,11
126,351,
126,435,85.5
126,557,1
126,653,4
126,,
126,60,12.5
126,261,12
126,322,22.5
126,366,10
126,475,8.5
126,633,12
126,,
126,60,15.5
126,244,4.5
126,288,14.5
126,398,3
126,463,10.5
126,534,11.5
126,,
126,60,9.5
126,279,1.5
126,313,15
126,360,1
126,422,4
126,601,5.5
126,,
126,60,5.5
126,212,1
126,274,6.5
126,321,2
126,438,9
126,588,4.5
126,,
126,60,5
126,214,
126,253,7
126,346,1
126,465,2.5
126,612,3
126,,
126,60,13.5
126,248,11
126,344,1
126,407,4.5
126,514,1.5
126,618,1
126,,
126,60,7
126,230,2.5
126,334,1.5
126,372,1
126,453,5
126,646,1
126,,
126,60,14.5
126,246,2
126,349,2.5
126,386,2.5
126,504,2
126,636,6.5
126,,
126,60,2
126,232,3
126,280,4.5
126,383,16
126,521,21.5
126,572,14
126,,
126,60,1.5
126,245,4
126,348,7
126,412,6.5
126,519,7.5
126,,
134,60,71.5
134,271,90
134,317,
134,431,
134,547,45.5
134,600,25.5
134,,
134,60,83
134,222,80.5
134,277,59
134,399,28.5
134,438,33.5
134,663,19
134,,
134,60,44
134,241,85.5
134,299,27.5
134,413,85.5
134,448,90.5
134,606,45
134,,
134,60,12.5
134,226,48
134,335,28
134,377,76.5
134,476,84.5
134,566,45.5
134,,
134,60,20.5
134,275,15
134,308,42.5
134,344,50.5
134,419,46.5
134,459,82
134,,
134,60,89
134,235,48
134,323,74.5
134,353,77.5
134,479,
134,602,
134,,
134,60,84
134,245,
134,276,95.5
134,358,96.5
134,505,55
134,580,57.5
134,,
134,60,54.5
134,256,
134,304,48.5
134,424,
134,474,74
134,689,69
134,,
134,60,81
134,256,74
134,362,58.5
134,459,80
134,548,79.5
134,613,88
134,,
134,60,86
134,275,73
134,337,85
134,374,71
134,450,60.5
134,518,92
134,,
134,60,69.5
134,217,87
134,273,66
134,355,93
134,431,96
134,630,88
134,,
134,60,91.5
134,239,82
134,274,88
134,352,
134,383,93
134,630,76.5
134,,
134,60,88.5
134,212,7.5
134,315,77.5
134,389,82
134,450,32.5
134,536,89
134,,
134,60,83.5
134,239,
134,293,88.5
134,356,90.5
134,415,
134,559,97
134,,
134,60,89.5
134,212,88.5
134,277,85.5
134,358,82.5
134,483,94
134,647,
134,,
134,60,93.5
134,230,83
134,304,
134,381,34
134,510,76.5
134,549,84.5
134,,
134,60,84
134,264,78
134,310,
134,378,95
134,460,74
134,540,80.5
134,,
134,60,7
134,230,84.5
134,326,80.5
134,404,86
134,460,87
134,493,86
134,,
134,60,94
134,236,93
134,336,82.5
134,419,77
